歌曲名,表演者,榜单名
爱上你是一个错,杨培安,百度音乐:歌曲TOP500
爱上离婚的女人,陈玉建,百度音乐:歌曲TOP500
爱上草原爱上你,琪琪格,百度音乐:歌曲TOP500
爱你不是两三天,梁静茹,百度音乐:歌曲TOP500
爱你十分泪七分,裘海正,百度音乐:歌曲TOP500
爱你却要说分手,冷漠,百度音乐:歌曲TOP500
爱你在心口难开,,百度音乐:歌曲TOP500
爱你在心口难开,吉克隽逸,百度音乐:歌曲TOP500
爱你爱的好疲惫,龙晓飞,百度音乐:歌曲TOP500
爱在记忆中找你,林峰,百度音乐:歌曲TOP500
爱情没什么道理,"戚薇,佟丽娅,高露",百度音乐:歌曲TOP500
爱我你就抱抱我,月亮姐姐,百度音乐:歌曲TOP500
爱我你就抱抱我,"宿雨涵,徐英翰",百度音乐:歌曲TOP500
爱我你就抱抱我,"徐英瀚,段丽阳",百度音乐:歌曲TOP500
爱我（女生版）,袁姗姗,百度音乐:歌曲TOP500
爱我（男生版）,蒲提,百度音乐:歌曲TOP500
爱是凝望又离开,陶喆,百度音乐:歌曲TOP500
爱江山更爱美人,李丽芬,百度音乐:歌曲TOP500
爱的世界只有你,祁隆,百度音乐:歌曲TOP500
爱的世界只有你,"祁隆,乐凡",百度音乐:歌曲TOP500
爱的另一种存在,雷诺儿,百度音乐:歌曲TOP500
爱着爱着就永远,田馥甄,百度音乐:歌曲TOP500
爱神总是敲错门,张含韵,百度音乐:歌曲TOP500
爱神爱神在哪里,吉杰,百度音乐:歌曲TOP500
爱要大声说出来,樊桐舟,百度音乐:歌曲TOP500
爱要怎么说出口,赵传,百度音乐:歌曲TOP500
爱要有你才完美,那英,百度音乐:歌曲TOP500
爱要有你才完美,梁博/那英,百度音乐:歌曲TOP500
爱要有你才完美,"梁博					  /    那英",百度音乐:歌曲TOP500
爷爷为我打月饼,,百度音乐:歌曲TOP500
牵挂你的人是我,郑源,百度音乐:歌曲TOP500
玫瑰玫瑰我爱你,王拓,百度音乐:歌曲TOP500
男人哭吧不是罪,羽泉,百度音乐:歌曲TOP500
男人哭吧不是罪,刘德华,百度音乐:歌曲TOP500
白天不懂夜的黑,那英,百度音乐:歌曲TOP500
相亲相爱一家人,群星,百度音乐:歌曲TOP500
相爱分开都是罪,六哲,百度音乐:歌曲TOP500
看得最远的地方,张韶涵,百度音乐:歌曲TOP500
看见什么吃什么,林宥嘉,百度音乐:歌曲TOP500
看透爱情看透你,冷漠,百度音乐:歌曲TOP500
看透爱情看透你,冷漠/宁菲儿,百度音乐:歌曲TOP500
真善美的小世界,小蓓蕾组合,百度音乐:歌曲TOP500
真心真意过一生,叶倩文,百度音乐:歌曲TOP500
短发 (？？？？),AOA,百度音乐:歌曲TOP500
秋千下的小黄狗,安与骑兵,百度音乐:歌曲TOP500
站在草原望北京,乌兰图雅,百度音乐:歌曲TOP500
第三者的第三者,弦子,百度音乐:歌曲TOP500
等你等了那么久,祁隆,百度音乐:歌曲TOP500
等你等了那么久,"祁隆,乐凡",百度音乐:歌曲TOP500
等你等到我心痛,张学友,百度音乐:歌曲TOP500
红星照我去战斗,刀郎,百度音乐:歌曲TOP500
红星照我去战斗,李双江,百度音乐:歌曲TOP500
罗密欧与朱丽叶,理查德·克莱德曼,百度音乐:歌曲TOP500
翻身农奴把歌唱,,百度音乐:歌曲TOP500
老公亲亲我的嘴,刘羽,百度音乐:歌曲TOP500
老婆老婆我爱你,火风,百度音乐:歌曲TOP500
老子明天不上班,佚名,百度音乐:歌曲TOP500
老子明天不上班,谢帝,百度音乐:歌曲TOP500
胳膊枕 (？？？),Davichi,百度音乐:歌曲TOP500
花一开满就相爱,那英,百度音乐:歌曲TOP500
莫斯科没有眼泪,twins,百度音乐:歌曲TOP500
蒙娜丽莎的眼泪,林志炫,百度音乐:歌曲TOP500
蓝皮鼠和大脸猫,群星,百度音乐:歌曲TOP500
藏在记忆里的歌,庞龙,百度音乐:歌曲TOP500
被风吹过的夏天,林俊杰,百度音乐:歌曲TOP500
要嫁就嫁灰太狼,周艳泓,百度音乐:歌曲TOP500
让我一次爱个够,庾澄庆,百度音乐:歌曲TOP500
让我一次爱个够,吴莫愁/庾澄庆,百度音乐:歌曲TOP500
让我一次爱个够,"萧敬腾,唐一嘉",百度音乐:歌曲TOP500
让我为你唱首歌,魏晨,百度音乐:歌曲TOP500
让我们荡起双桨,,百度音乐:歌曲TOP500
让我们荡起双桨,小蓓蕾组合,百度音乐:歌曲TOP500
让我欢喜让我忧,周华健,百度音乐:歌曲TOP500
让我爱你一小时,林峰,百度音乐:歌曲TOP500
让每个人都心碎,多亮,百度音乐:歌曲TOP500
让每个人都心碎,沙宝亮,百度音乐:歌曲TOP500
让每个人都心碎,黄大炜,百度音乐:歌曲TOP500
让泪化作相思雨,南合文斗,百度音乐:歌曲TOP500
让爱情维持心跳,陶晶莹,百度音乐:歌曲TOP500
让过去成为过去,郑源,百度音乐:歌曲TOP500
说一句我不走了,小5,百度音乐:歌曲TOP500
请安静的忘记我,sara,百度音乐:歌曲TOP500
谁为你做的嫁衣,大学生播客,百度音乐:歌曲TOP500
谁动了我的琴弦,周笔畅,百度音乐:歌曲TOP500
谁在爱里下了毒,湘海,百度音乐:歌曲TOP500
谢谢你我的爱人,,百度音乐:歌曲TOP500
谢谢你我的爱人,"董璇,高云翔",百度音乐:歌曲TOP500
谢谢你给的温柔,宇桐非,百度音乐:歌曲TOP500
财神来到我家门,卓依婷,百度音乐:歌曲TOP500
走在红毯那一天,彭佳慧,百度音乐:歌曲TOP500
路灯下的小姑娘,,百度音乐:歌曲TOP500
路灯下的小姑娘,杨坤,百度音乐:歌曲TOP500
远得要命的爱情,信,百度音乐:歌曲TOP500
连哭都是我的错,东来东往,百度音乐:歌曲TOP500
遇上你是我的缘,叶凡,百度音乐:歌曲TOP500
遇上你是我的缘,阿鲁阿卓,百度音乐:歌曲TOP500
那一夜你喝了酒,陈淑桦,百度音乐:歌曲TOP500
那么爱你为什么,黄品源,百度音乐:歌曲TOP500
那么爱你为什么,黄品源/莫文蔚,百度音乐:歌曲TOP500
那些年 (Back Then),张力尹,百度音乐:歌曲TOP500
采蘑菇的小姑娘,,百度音乐:歌曲TOP500
采蘑菇的小姑娘,小蓓蕾组合,百度音乐:歌曲TOP500
野百合也有春天,罗大佑,百度音乐:歌曲TOP500
金太狼爱米小米,李小璐,百度音乐:歌曲TOP500
阳光总在风雨后,许美静,百度音乐:歌曲TOP500
陪你一起看草原,乌兰托娅,百度音乐:歌曲TOP500
陪你一起看草原,降央卓玛,百度音乐:歌曲TOP500
难以启齿的柔弱,金志文,百度音乐:歌曲TOP500
需要恋爱的夏天,杨幂,百度音乐:歌曲TOP500
青春是岁月的河,侃侃,百度音乐:歌曲TOP500
鞠躬行礼拜新年,黄冠欣,百度音乐:歌曲TOP500
？ ？？(两个人),？？？,百度音乐:歌曲TOP500
？？ ？ (One More),Fiestar,百度音乐:歌曲TOP500
2002年的第一场雪,刀郎,百度音乐:歌曲TOP500
All My Love Is For You,少女时代,百度音乐:歌曲TOP500
As Long As You Love Me,Justin Bieber,百度音乐:歌曲TOP500
As Long As You Love Me,Backstreet Boys,百度音乐:歌曲TOP500
Footprints In The Sand,萱萱,百度音乐:歌曲TOP500
Give You What You Like,Avril Lavigne,百度音乐:歌曲TOP500
Have I Told You Lately,Olivia Ong,百度音乐:歌曲TOP500
Home for Christmastime,Northern Light Orchestra,百度音乐:歌曲TOP500
I Will Always Love You,黄绮珊,百度音乐:歌曲TOP500
Set Me Free(放过我),TAEYEON,百度音乐:歌曲TOP500
Vida (官方中文版),"Ricky Martin,金贵晟,李尚尚,隔壁团,林育群,刘伟德,林奕匡",百度音乐:歌曲TOP500
i will always love you,whitney houston,百度音乐:歌曲TOP500
一路上有你 (Live),张碧晨;魏雪漫,百度音乐:歌曲TOP500
如果云知道 (Live),陈永馨;刘珂,百度音乐:歌曲TOP500
对的人 错的时候,金池,百度音乐:歌曲TOP500
"想你,零点零一分",张靓颖,百度音乐:歌曲TOP500
月半小夜曲 (Live),陈乐基,百度音乐:歌曲TOP500
火烧的寂寞 (Live),余枫,百度音乐:歌曲TOP500
窃窃私语 (Whisper),少女时代-太蒂徐,百度音乐:歌曲TOP500
贝加尔湖畔 (Live),李维;周深,百度音乐:歌曲TOP500
轻易伤害我(dj版),沈世爱,百度音乐:歌曲TOP500
这首歌 (？ ？？),"Loco,Mamamoo",百度音乐:歌曲TOP500
？？？ (Piano Ver.),韩国原声带,百度音乐:歌曲TOP500
ABACADABRA 动感快车,DJ舞曲,百度音乐:歌曲TOP500
Everything in the World,曲婉婷,百度音乐:歌曲TOP500
I Get A Kick Out Of You,Frank Sinatra,百度音乐:歌曲TOP500
I Knew You Were Trouble,Taylor Swift,百度音乐:歌曲TOP500
If I ain&#039;t got you,吉克隽逸,百度音乐:歌曲TOP500
Love Never Felt So Good,Michael Jackson,百度音乐:歌曲TOP500
Take Me (Original Ver.),张根硕,百度音乐:歌曲TOP500
Where are You Christmas,原声带,百度音乐:歌曲TOP500
一起摇摆(抢鲜版),汪峰,百度音乐:歌曲TOP500
伤心城市（DJ版）,"云菲菲,冷漠",百度音乐:歌曲TOP500
元芳你怎么看DJ版,"冷漠,赵小兵",百度音乐:歌曲TOP500
孩子对不起 (MV版),杨子军,百度音乐:歌曲TOP500
草原舞曲（DJ版）,"张冬玲,阿宝",百度音乐:歌曲TOP500
请不要对我说sorry,何洁,百度音乐:歌曲TOP500
？？？？ (Don't Go),EXO-K,百度音乐:歌曲TOP500
？？？？？(情缘),？？(2Young),百度音乐:歌曲TOP500
Need You Now (需要你),"Henry,HOYA (INFINITE)",百度音乐:歌曲TOP500
Only Girl (In The World),Rihanna,百度音乐:歌曲TOP500
That Place In Your Heart,Ronan Hardiman,百度音乐:歌曲TOP500
What Makes You Beautiful,One Direction,百度音乐:歌曲TOP500
When A Man Loves A Woman,金润吉,百度音乐:歌曲TOP500
一个人想着一个人,曾沛慈,百度音乐:歌曲TOP500
一个人的夜太孤单,糖糖乐团,百度音乐:歌曲TOP500
一加一等于我爱你,贺世哲,百度音乐:歌曲TOP500
一千个伤心的理由,张学友,百度音乐:歌曲TOP500
一天到晚游泳的鱼,张雨生,百度音乐:歌曲TOP500
万物生（中文版）,萨顶顶,百度音乐:歌曲TOP500
下辈子做你的女人,DJ小可,百度音乐:歌曲TOP500
下辈子做你的女人,龙梅子,百度音乐:歌曲TOP500
不做你幸福的玫瑰,红月,百度音乐:歌曲TOP500
不如承诺来的简单,陈奕迅,百度音乐:歌曲TOP500
不能说出口的诺言,吴奇隆,百度音乐:歌曲TOP500
九百九十九朵玫瑰,邰正宵,百度音乐:歌曲TOP500
亲爱的那不是爱情,张韶涵,百度音乐:歌曲TOP500
人情味 (？？？？),"Gary,崔郑仁",百度音乐:歌曲TOP500
会有天使替我爱你,林浩威,百度音乐:歌曲TOP500
会跳舞的文艺青年,李宇春,百度音乐:歌曲TOP500
传奇（声动亚洲）,霍尊,百度音乐:歌曲TOP500
你不是真正的快乐,五月天,百度音乐:歌曲TOP500
你在看孤独的风景,本兮,百度音乐:歌曲TOP500
你快乐所以我快乐,王菲,百度音乐:歌曲TOP500
你怎么舍得我难过,胡彦斌,百度音乐:歌曲TOP500
你怎么舍得我难过,黄品源,百度音乐:歌曲TOP500
你是我心爱的姑娘,侯磊,百度音乐:歌曲TOP500
你是我心爱的姑娘,汪峰,百度音乐:歌曲TOP500
你是我心爱的姑娘,张赫宣,百度音乐:歌曲TOP500
你是我最爱的女人,冷漠,百度音乐:歌曲TOP500
你知道我在等你吗,张洪量,百度音乐:歌曲TOP500
你知道我在等你吗,软硬天师,百度音乐:歌曲TOP500
你知道我对你的好,谢容儿,百度音乐:歌曲TOP500
你被写在我的歌里,"苏打绿,ELLA",百度音乐:歌曲TOP500
你被写在我的歌里,苏打绿/ELLA,百度音乐:歌曲TOP500
你被写在我的歌里,"苏打绿,ella陈嘉桦",百度音乐:歌曲TOP500
你说爱我又不爱我,金生水,百度音乐:歌曲TOP500
你还欠我一个拥抱,SARA,百度音乐:歌曲TOP500
你还欠我一个拥抱,后弦,百度音乐:歌曲TOP500
你还欠我一个拥抱,后弦+  sa...,百度音乐:歌曲TOP500
其实你不懂我的心,童安格,百度音乐:歌曲TOP500
冬季到台北来看雨,孟庭苇,百度音乐:歌曲TOP500
别用下辈子安慰我,陈瑞,百度音乐:歌曲TOP500
别看我只是一只羊,杨沛宜,百度音乐:歌曲TOP500
到底是谁伤害了谁,"庞龙,郭欢",百度音乐:歌曲TOP500
千里之外 (京剧版),霍尊,百度音乐:歌曲TOP500
原来你什么都不要,张杰,百度音乐:歌曲TOP500
去玩吧 (？？？？),"Gummy,朴有天",百度音乐:歌曲TOP500
只要你过得比我好,小虫,百度音乐:歌曲TOP500
只要你过得比我好,钟镇涛,百度音乐:歌曲TOP500
可爱的一朵玫瑰花,塔斯肯,百度音乐:歌曲TOP500
在世界之巅呼唤爱,崔子格,百度音乐:歌曲TOP500
在那不遥远的地方,许嵩,百度音乐:歌曲TOP500
女人何苦为难女人,辛晓琪,百度音乐:歌曲TOP500
她来听我的演唱会,张学友,百度音乐:歌曲TOP500
好想对你说我爱你,楚博仁,百度音乐:歌曲TOP500
姑娘你有没有想我,索南扎西,百度音乐:歌曲TOP500
寂寞的人伤心的歌,"龙梅子,杨海彪",百度音乐:歌曲TOP500
小伙伴们都惊呆了,王麟,百度音乐:歌曲TOP500
山丹丹开花红艳艳,,百度音乐:歌曲TOP500
山丹丹开花红艳艳,王二妮,百度音乐:歌曲TOP500
当我再爱你的时候,小鸣,百度音乐:歌曲TOP500
当我开始偷偷想你,孟鹏,百度音乐:歌曲TOP500
当爱情离开的时候,王麟,百度音乐:歌曲TOP500
忘记你不如失去你,杨培安,百度音乐:歌曲TOP500
我一个人 (Not Alone),张力尹,百度音乐:歌曲TOP500
我不愿让你一个人,五月天,百度音乐:歌曲TOP500
我们不是说好了吗,"白百何,彭于晏",百度音乐:歌曲TOP500
我们好像在哪见过,"小柯,叶蓓",百度音乐:歌曲TOP500
我们好像在哪见过,"杨宗纬,叶蓓",百度音乐:歌曲TOP500
我们能不能不分手,花儿乐队,百度音乐:歌曲TOP500
我和春天有个约会,俞灏明,百度音乐:歌曲TOP500
我和春天有个约会,袁姗姗,百度音乐:歌曲TOP500
我和草原有个约定,,百度音乐:歌曲TOP500
我和草原有个约定,乌兰图雅,百度音乐:歌曲TOP500
我和草原有个约定,降央卓玛,百度音乐:歌曲TOP500
我和草原有个约定,布仁巴雅尔,百度音乐:歌曲TOP500
我在红尘中遇见你,"张冬玲,冷漠",百度音乐:歌曲TOP500
我就要和你在一起,"赵英俊,夏筠妍",百度音乐:歌曲TOP500
我想我是你的女人,尚雯婕,百度音乐:歌曲TOP500
我想我能勇敢一点,曾雨轩,百度音乐:歌曲TOP500
我是否也在你心中,高安,百度音乐:歌曲TOP500
我爱你胜过你爱我,冷漠,百度音乐:歌曲TOP500
我爱你胜过你爱我,"冷漠,杨小曼",百度音乐:歌曲TOP500
我爱你胜过你爱我,冷漠/杨小曼,百度音乐:歌曲TOP500
我爱你胜过你爱我,"冷漠					  /    杨小曼",百度音乐:歌曲TOP500
我的回忆不是我的,泳儿,百度音乐:歌曲TOP500
我的回忆不是我的,海鸣威,百度音乐:歌曲TOP500
我知道你也很想念,后弦,百度音乐:歌曲TOP500
我知道你离我不远,陈楚生,百度音乐:歌曲TOP500
我等到花儿也谢了,张学友,百度音乐:歌曲TOP500
找一个相爱的理由,"晨熙,艾歌",百度音乐:歌曲TOP500
找个好人就嫁了吧,刘思伟,百度音乐:歌曲TOP500
找个男人就嫁了吧,晟瑶,百度音乐:歌曲TOP500
抱不住太阳的深海,刘忻,百度音乐:歌曲TOP500
无情的雨无情的你,齐秦,百度音乐:歌曲TOP500
春雨里洗过的太阳,王力宏,百度音乐:歌曲TOP500
最接近天堂的地方,张杰,百度音乐:歌曲TOP500
最爱的人伤我最深,"张雨生,张惠妹",百度音乐:歌曲TOP500
最爱的人伤我最深,张雨生/张惠妹,百度音乐:歌曲TOP500
最爱的人伤我最深,"张雨生					  /    张惠妹",百度音乐:歌曲TOP500
有一种爱叫做放手,阿木,百度音乐:歌曲TOP500
有多少爱可以重来,许乐,百度音乐:歌曲TOP500
有多少爱可以重来,迪克牛仔,百度音乐:歌曲TOP500
有没有那么一首歌,,百度音乐:歌曲TOP500
有钱没钱回家过年,龙梅子,百度音乐:歌曲TOP500
没有人比我更爱你,王筝,百度音乐:歌曲TOP500
没有情人的情人节,孟庭苇,百度音乐:歌曲TOP500
漂亮的姑娘你别怕,李贵府,百度音乐:歌曲TOP500
爱不爱都铭心刻骨,王新什,百度音乐:歌曲TOP500
爱你比永远多一天,许诺,百度音乐:歌曲TOP500
爱最大（国语版）,"谢霆锋,欧豪",百度音乐:歌曲TOP500
爱最大（粤语版）,"谢霆锋,廿四味",百度音乐:歌曲TOP500
睡在我上铺的兄弟,老狼,百度音乐:歌曲TOP500
确定一定以及肯定,王冰洋,百度音乐:歌曲TOP500
离人（声动亚洲）,霍尊,百度音乐:歌曲TOP500
离开你的分分秒秒,雷诺儿,百度音乐:歌曲TOP500
空白的缘分(live版),柳重言,百度音乐:歌曲TOP500
站在高高的山岗上,正月十五,百度音乐:歌曲TOP500
给我一个理由忘记,A-Lin,百度音乐:歌曲TOP500
给我一个理由忘记,a-lin,百度音乐:歌曲TOP500
给我一首歌的时间,周杰伦,百度音乐:歌曲TOP500
美丽的女人最伤人,冷漠,百度音乐:歌曲TOP500
美丽的草原我的家,刀郎,百度音乐:歌曲TOP500
至少我们曾经爱过,甘洛凡,百度音乐:歌曲TOP500
莫斯科郊外的晚上,,百度音乐:歌曲TOP500
许愿池的希腊少女,蔡依林,百度音乐:歌曲TOP500
谁的青春没有悲伤,梁晓雪,百度音乐:歌曲TOP500
路边的野花不要采,邓丽君,百度音乐:歌曲TOP500
这样你还要爱我吗,张惠妹,百度音乐:歌曲TOP500
逗阵兄弟 (合唱版),"陶喆,卢广仲",百度音乐:歌曲TOP500
那些你很冒险的梦,林俊杰,百度音乐:歌曲TOP500
那年夏天宁静的海,王心凌,百度音乐:歌曲TOP500
邻妹妹爱上假宝玉,周艳泓,百度音乐:歌曲TOP500
错过了缘分错过你,何龙雨,百度音乐:歌曲TOP500
错过了缘分错过你,"冷漠,何龙雨",百度音乐:歌曲TOP500
错过了缘分错过你,冷漠/何龙雨,百度音乐:歌曲TOP500
错过了缘分错过你,"冷漠					  /    何龙雨",百度音乐:歌曲TOP500
长大后我就成了你,宋祖英,百度音乐:歌曲TOP500
雨还是不停的落下,孙燕姿,百度音乐:歌曲TOP500
革命人永远是年轻,,百度音乐:歌曲TOP500
风中有朵雨做的云,孟庭苇,百度音乐:歌曲TOP500
风雨彩虹铿锵玫瑰,田震,百度音乐:歌曲TOP500
？？？？？ (木偶),Stellar,百度音乐:歌曲TOP500
1987我不知会遇见你,李宇春,百度音乐:歌曲TOP500
Give Me One Reason (Live),帕尔哈提,百度音乐:歌曲TOP500
My Turn To Cry(爱离开),EXO,百度音乐:歌曲TOP500
Pretty Boy (魅力男孩),"泰民,KAI (EXO)",百度音乐:歌曲TOP500
Sing For Love (中文版),Hope组合,百度音乐:歌曲TOP500
Song From A Secret Garden,Secret Garden,百度音乐:歌曲TOP500
一种承诺 两种结果,杨洋,百度音乐:歌曲TOP500
上瘾 (？？)(Overdose),EXO-K,百度音乐:歌曲TOP500
你不知道的事 (Live),陈永馨,百度音乐:歌曲TOP500
十七岁的雨季 (Live),"杨钰莹,林志颖",百度音乐:歌曲TOP500
卷珠帘 (新编版Live),霍尊,百度音乐:歌曲TOP500
定风波 《大上海》,张学友,百度音乐:歌曲TOP500
爸爸去哪儿 第二季,"曹格,Joe,Grace,Feynman,杨阳洋,贝儿,黄多多,吴镇宇,陆毅,黄磊,杨威",百度音乐:歌曲TOP500
"眼,鼻,嘴 (？,？,？)",太阳,百度音乐:歌曲TOP500
肾上腺素 (Adrenaline),少女时代-太蒂徐,百度音乐:歌曲TOP500
难念的经+天下之风,钟汉良,百度音乐:歌曲TOP500
？？ ？？ (Miniskirt),AOA,百度音乐:歌曲TOP500
？？？ ？ (Still You),"李东海,银赫",百度音乐:歌曲TOP500
Here's To Never Growing Up,Avril Lavigne,百度音乐:歌曲TOP500
Love Is... (Acoustic ver.),？？？,百度音乐:歌曲TOP500
Love Love Love (梦中梦),EXO-M,百度音乐:歌曲TOP500
She Came To Give It To You,"Usher,Nicki Minaj",百度音乐:歌曲TOP500
We Own It (Fast & Furious),"Wiz Khalifa,2 Chainz",百度音乐:歌曲TOP500
一天 (A day without you),"JONGHYUN,Chen",百度音乐:歌曲TOP500
再见吧 喵小姐 (Live),王晓天,百度音乐:歌曲TOP500
哥哥妹妹要安慰DJ版,"何龙雨,孙语诺",百度音乐:歌曲TOP500
愿得一人心(剧场版),"李行亮,雨宗林",百度音乐:歌曲TOP500
我是真心爱你的人DJ,任军太,百度音乐:歌曲TOP500
月光 (？？)(Moonlight),EXO-K,百度音乐:歌曲TOP500
爸爸去哪儿(英文版),电视原声,百度音乐:歌曲TOP500
蝴蝶 (？？)(Butterfly),f(x),百度音乐:歌曲TOP500
连续混音精选60分钟,罗百吉,百度音乐:歌曲TOP500
？？？ ？？ ？？？,Ailee,百度音乐:歌曲TOP500
THIS IS LOVE (这就是爱),Super Junior,百度音乐:歌曲TOP500
When You Say Nothing At All,蔡依林,百度音乐:歌曲TOP500
下一次爱情来的时候,蔡健雅,百度音乐:歌曲TOP500
不可能是不可能的事,"周华健,苏慧伦",百度音乐:歌曲TOP500
不是因为寂寞才想你,t.r.y,百度音乐:歌曲TOP500
中国人民解放军军歌,,百度音乐:歌曲TOP500
中国少年先锋队队歌,小蓓蕾组合,百度音乐:歌曲TOP500
为梦想，时刻准备着,TFBOYS,百度音乐:歌曲TOP500
伤了心的女人怎么了,刘涛,百度音乐:歌曲TOP500
你会爱我到什么时候,郑东,百度音乐:歌曲TOP500
你可以不用给我答案,金莎,百度音乐:歌曲TOP500
你抱着别的女人入睡,糖糖乐团,百度音乐:歌曲TOP500
你是我一生最爱的人,阿龙正罡,百度音乐:歌曲TOP500
你是我今生最爱的人,宇桐非,百度音乐:歌曲TOP500
你是我心内的一首歌,"王力宏,任家萱",百度音乐:歌曲TOP500
你是我生命中的礼物,乌拉多恩,百度音乐:歌曲TOP500
你来的声音 (中文版),朴施厚,百度音乐:歌曲TOP500
你来的声音 (韩文版),朴施厚,百度音乐:歌曲TOP500
你的柔情我永远不懂,陈琳,百度音乐:歌曲TOP500
你看到的我是蓝色的,李霄云,百度音乐:歌曲TOP500
你究竟有几个好妹妹,孟庭苇,百度音乐:歌曲TOP500
倍儿爽 (官方正式版),大张伟,百度音乐:歌曲TOP500
再痛都会记得你的好,王麟,百度音乐:歌曲TOP500
别在我离开之前离开,雷诺儿,百度音乐:歌曲TOP500
原来爱情没有刚刚好,李代沫,百度音乐:歌曲TOP500
地球人都知道我爱你,周桐同,百度音乐:歌曲TOP500
坐在巷口的那对男女,自然卷,百度音乐:歌曲TOP500
天下没有不散的宴席,"周晓鸥,谭维维",百度音乐:歌曲TOP500
天路(Traditional Version),韩红,百度音乐:歌曲TOP500
太阳最红毛主席最亲,胡彦斌,百度音乐:歌曲TOP500
好男人都死哪儿去了,崔子格,百度音乐:歌曲TOP500
如果你不爱（新版）,"帅霖,韩晶",百度音乐:歌曲TOP500
如果爱能早些说出来,山野,百度音乐:歌曲TOP500
如果那天没有遇见你,安以轩,百度音乐:歌曲TOP500
小烦恼没什么大不了,许嵩,百度音乐:歌曲TOP500
应该是我对你说分手,蓝雨,百度音乐:歌曲TOP500
当你孤单你会想起谁,张栋梁,百度音乐:歌曲TOP500
彻彻底底忘记你是谁,陈咏,百度音乐:歌曲TOP500
怎么唱情歌（新版）,金志文/朱娜,百度音乐:歌曲TOP500
怎样说清此刻的心情,BY2,百度音乐:歌曲TOP500
感到幸福你就拍拍手,凤凰传奇,百度音乐:歌曲TOP500
我不怪你也不会恨你,冷漠,百度音乐:歌曲TOP500
我从来没有去过纽约,筷子兄弟,百度音乐:歌曲TOP500
我们不是只有现在吗,曾轶可,百度音乐:歌曲TOP500
我在人民广场吃炸鸡,阿肆,百度音乐:歌曲TOP500
我在人民广场吃炸鸡,许明明,百度音乐:歌曲TOP500
我曾经那么接近幸福,东来东往,百度音乐:歌曲TOP500
我没你想的那么坚强,杨坤,百度音乐:歌曲TOP500
我被青春撞了一下腰,张真,百度音乐:歌曲TOP500
明天你是否依然爱我,童安格,百度音乐:歌曲TOP500
来自你来自我来自他,"胡海泉,萧敬腾,范玮琪,陈羽凡",百度音乐:歌曲TOP500
死了的心还会爱上谁,徐一鸣,百度音乐:歌曲TOP500
每个人都看到了希望,筷子兄弟,百度音乐:歌曲TOP500
没有理想的人不伤心,新裤子,百度音乐:歌曲TOP500
爱上一个不回家的人,叶倩文,百度音乐:歌曲TOP500
爱上一个不回家的人,林忆莲,百度音乐:歌曲TOP500
爱上你等于爱上寂寞,那英,百度音乐:歌曲TOP500
爱情里没有谁对谁错,郑源,百度音乐:歌曲TOP500
爱我的人和我爱的人,游鸿明,百度音乐:歌曲TOP500
爱我的人和我爱的人,裘海正,百度音乐:歌曲TOP500
爱是一颗幸福的子弹,那英,百度音乐:歌曲TOP500
爱过的你还在我心里,阿木,百度音乐:歌曲TOP500
爱过的你还在我心里,尹熙水,百度音乐:歌曲TOP500
父亲的草原母亲的河,云飞,百度音乐:歌曲TOP500
父亲的草原母亲的河,腾格尔,百度音乐:歌曲TOP500
父亲的草原母亲的河,降央卓玛,百度音乐:歌曲TOP500
特别的爱给特别的你,伍思凯,百度音乐:歌曲TOP500
特别的爱给特别的你,黄贯中,百度音乐:歌曲TOP500
羞答答的姑娘我爱你,李贵府,百度音乐:歌曲TOP500
老公让我为你捶捶背,崔子格,百度音乐:歌曲TOP500
老公让我为你捶捶背,"崔子格,老猫",百度音乐:歌曲TOP500
老公让我为你捶捶背,崔子格/老猫,百度音乐:歌曲TOP500
老公让我为你捶捶背,"崔子格					  /    老猫",百度音乐:歌曲TOP500
考试什么的都去死吧,徐良,百度音乐:歌曲TOP500
考试什么的都去死吧,"徐良,庄雨洁",百度音乐:歌曲TOP500
考试什么的都去死吧,徐良/庄雨洁,百度音乐:歌曲TOP500
考试什么的都去死吧,"徐良					  /    庄雨洁",百度音乐:歌曲TOP500
荷塘月色（粤语版）,郑源,百度音乐:歌曲TOP500
谁来陪我唱完这首歌,曹格,百度音乐:歌曲TOP500
这个人已经与我无关,田馥甄,百度音乐:歌曲TOP500
陪着我的时候想着她,郭静,百度音乐:歌曲TOP500
难道爱一个人有错吗,郑源,百度音乐:歌曲TOP500
？？？？？ 江南Style,Psy,百度音乐:歌曲TOP500
Can't Remember To Forget You,"Shakira,Rihanna",百度音乐:歌曲TOP500
Christmas Day（圣诞节）,EXO,百度音乐:歌曲TOP500
Somebody That I Used To Know,Gotye,百度音乐:歌曲TOP500
Something's Got A Hold On Me,葛泓语,百度音乐:歌曲TOP500
万泉河水清又清 (Live),"李丹阳,汤俊",百度音乐:歌曲TOP500
为你我受冷风吹 (Live),胡彦斌,百度音乐:歌曲TOP500
你的意味 (？？ ？？),"IU, ？？？",百度音乐:歌曲TOP500
拯救 (2013再生抒情版),成龙,百度音乐:歌曲TOP500
江南Style（Diplo Remix）,"Psy,2 Chainz,Tyga",百度音乐:歌曲TOP500
漂洋过海来看你 (Live),刘明湘,百度音乐:歌曲TOP500
狼与美女 (EXO 中文版),EXO,百度音乐:歌曲TOP500
狼与美女 (EXO 韩文版),EXO,百度音乐:歌曲TOP500
看透爱情看透你(DJ版),冷漠,百度音乐:歌曲TOP500
