爱爱爱爱,王洪迪
爱的代价,庞龙
爱的代价,张艾嘉
爱的代价,梁咏琪
爱的奉献,韦唯
爱的狂怒,凤凰传奇
爱过的人,郑源
爸爸妈妈,王蓉
牛仔很忙,周杰伦
牧人之歌,容中尔甲
独一无二,郑秀文
独上西楼,邓丽君
独唱情歌,Tank
狼爱上羊,汤潮
王子归来,薛之谦
玫瑰人生,理查德·克莱德曼
玫瑰人生,理查德&middot;克莱德曼
甘心情愿,郭峰
甜蜜约定,183CLUB
生如夏花,毕夏
生日快乐,刘若英
生日快乐,儿童合唱团
用心良苦,张宇
由我掌握,许培军
电台情歌,莫文蔚
电音之王,王绎龙
男人海洋,周传雄
痛彻心扉,姜玉阳
痛彻心扉,张栋梁
痴心绝对,李圣杰
白色恋人,游鸿明
白色恋曲,雷诺儿
皇上吉祥,崔子格
直来直往,孙燕姿
相亲相爱,丁于
相亲相爱,群星
相信自己,零点乐队
相思的债,陈瑞
相濡以沫,阿鲁阿卓
相爱很难,"梅艳芳,张学友"
相约九八,王菲/那英
相约北京,凤凰传奇
眉飞色舞,郑秀文
真心英雄,
真心英雄,"周华健,成龙,黄耀明,李宗盛"
真心英雄,"成龙,周华健,黄耀明,李宗盛"
真的爱你,Beyond
真的爱妳,Beyond
睫毛弯弯,王心凌
睫毛弯弯,蘑菇兄弟
知心爱人,任静
知心爱人,付笛生
祝你平安,孙悦
祝福祖国,
离不开你,陈小春
离开以后,张学友
秋日私语,理查德·克莱德曼
秋风落叶,姜玉阳
秘密花园,徐怀钰
秘密花园,樱桃帮
秦淮河畔,纯音乐
移情别恋,郭峰
笑看风云,郑少秋
笑着流泪,南拳妈妈
第一滴泪,动力火车
第二天堂,林俊杰
第二最爱,古巨基
等一分钟,徐誉滕
简简单单,林俊杰
精忠报国,屠洪刚
糊涂的爱,王志文
红尘情歌,王夏
红尘情歌,"郑源,蒋姗倍"
红尘情歌,"高安,黑鸭子"
红旗飘飘,孙楠
红旗飘飘,许乐
纤夫的爱,尹相杰
终于明白,仙剑奇侠传
网络情缘,
网络情缘,侃侃
美丽中国,徐千雅
美丽心情,本多RuRu
美了美了,汤潮
老人与海,海鸣威
老爸老妈,阿宝
背叛情歌,动力火车
自由飞翔,凤凰传奇
芙蓉姐夫,王蓉
花好月圆,刁寒
花心传说,"龙梅子,老猫"
花房姑娘,崔健
芳华绝代,"梅艳芳,张国荣"
苏武牧羊,纯音乐
英雄赞歌,
茶山情歌,杨钰莹
草原之夜,刀郎
落叶归根,王力宏
蓝色的爱,理查德·克莱德曼
蓝色风暴,周杰伦
藕断丝连,陈瑞
蝴蝶飞呀,小虎队
西海情歌,刀郎
西海情歌,降央卓玛
认真的雪,薛之谦
让她降落,何璐
让我取暖,彭羚/王力宏
让我取暖,"王力宏,彭羚"
话说夏娃,卓文萱
说爱不爱,陈思涵
谁的眼泪,郑源
豆浆油条,林俊杰
辛德瑞拉,戴佩妮
还是朋友,张雨生
还过得去,杨幂
这又何必,许佳慧
迟来的爱,
迷茫的爱,郭玲
那一瞬间,陶喆
那些花儿,朴树
那年夏天,许飞
铁血丹心,罗文
铁血丹心,"罗文,甄妮"
铁血丹心,罗文/甄妮
铁血丹心,罗文+  甄...
铁血丹心,罗文
锁住浪漫,张睿
长安长安,梁博
长安长安,郑钧
长江之歌,
阳光宅男,周杰伦
难忘今宵,"李谷一,张英席,孔子学院"
难念的经,周华健
雨一直下,张宇
雨过之后,刘心
霸王别姬,屠洪刚
青春舞曲,
青春舞曲,罗大佑
非你不爱,弦子
非你莫属,TANK
非常夏日,王菲/张学友
非常完美,张韶涵/庾澄庆
非诚勿扰,于浩宸
风之诺言,张翰
风再起时,张国荣
风往北吹,孙楠
风继续吹,张国荣
风雨无阻,周华健
飞得更高,汪峰
饿狼传说,张学友
香水有毒,胡杨林
香水百合,张韶涵
高山流水,古筝
鬼迷心窍,誓言
鬼迷心窍,李宗盛
黄土高坡,
黄色枫叶,薛之谦
黑猫警长,小蓓蕾组合
黑色幽默,周杰伦
黑色毛衣,周杰伦
龙的传人,王力宏
龙的传人,中国好声音第二季学员
？？？？,G-Dragon
A Little Love,冯曦妤
Christmas Day,EXO
Drunk In Love,"Beyonce,Jay-Z"
God Is A Girl,Groove Coverage
Kiss The Rain,李闰珉
Love Paradise,陈慧琳
The Star(星),EXO
Valder Fields,Tamas Wells
Young For You,GALA
always online,林俊杰
turn the tide,Sylver
僵尸 Zombie,DJ小可
卡农D大调,贵族乐团
哭砂 (Live),刘明湘
她说 (Live),张碧晨
小三(DJ版),冷漠
欢颜 (Live),周深
Beautiful Love,蔡健雅
Black or White,张玮
Do What U Want,"Lady Gaga,R. Kelly"
Shine Your Way,"Owl City,YUNA"
Sleep With You,Egil Olsen
To Be With You,Westlife
Unleashed Love,丁丁
Yarney's Waltz,"Caitlin Sullivan,Tim Fain"
云中的angel,张杰
唐古拉Dj版,"王麟,完玛三智"
疯狂舞台DJ,任军太
老公PK老婆,杨臣刚
闯码头DJ版,大哲
Life Is Strange,T. Rex
More Than Words,Extreme
You Raise Me Up,Westlife
You are the One,唐禹哲
merry christmas,圣诞歌曲
一万个理由,郑源
一个人丢了,丛浩楠
一个人失忆,薛凯琪
一个人就好,刘力扬
一个人生活,林凡
一千年以后,林俊杰
一千零一夜,邰正宵
一定要爱你,田一龙
一生中最爱,谭咏麟
一直很安静,阿桑
七月七日晴,许慧欣
上帝是女孩,DJ小可
下一个天亮,
不变的音乐,王绎龙
不浪漫罪名,王杰
不爱高富帅,高维那
不管有多苦,那英
不能没有你,甄妮
不要对他说,张信哲
世界第一等,刘德华
东北二人转,刘和刚
东南西北风,黄安
东四环的雪,金志文
东极岛岛歌,上海音乐学院学生
中国好声音,高进
为了遇见你,"戚薇,杨宗纬"
九九艳阳天,
九九艳阳天,玖月奇迹
乡间的小路,张明敏
亲爱的小孩,苏芮
人鬼情未了,理查德·克莱德曼
今天情人节,梁静茹
今年我最红,黄圣依
今生你作伴,陈慧琳
今生共相伴,谢霆锋
他还是不懂,S.H.E
以后的以后,庄心妍
会呼吸的痛,梁静茹
伤心太平洋,任贤齐
伤心的站台,安东阳
似是故人来,梅艳芳
但愿人长久,戴娆
但愿人长久,王菲
何必在一起,张杰
何日君再来,邓丽君
何日君再来,理查德·克莱德曼
你到底爱谁,亮亮
你到底爱谁,刘嘉亮
你把我灌醉,刘中意
你把我灌醉,邓紫棋
你把我灌醉,黄大炜
你把我灌醉,"张赫宣,黄大炜"
你把我灌醉,张赫宣
你是对的人,"戚薇,俊昊"
你是我的眼,林宥嘉
你是我的眼,动力火车
你是我的菜,王麟
你爱我像谁,张卫健
你的烂借口,乔洋
依然在一起,马天宇
偏偏喜欢你,
偏偏喜欢你,陈百强
做你的男人,张信哲
偶像万万岁,TimeZ组合
允许我爱你,张睿
兄弟抱一下,庞龙
其实不想走,周华健
其实很寂寞,欢子
其实很爱你,张韶涵
再回到从前,张镐哲
再见北极雪,周传雄
再见吧爱情,王麟
冬天的秘密,周传雄
冲动的惩罚,刀郎
分分钟记起,郑嘉颖
分手的理由,安东阳
分手的距离,李魏西
别哭了宝贝,皓天
别怕我伤心,张信哲
别让爱迷路,姚晨
别问我是谁,王馨平
刻骨的温柔,姜玉阳
动你的屁股,罗百吉
北京下起雨,"蓝燕,莫熙儿"
北京欢迎你,群星
匿名的好友,杨丞琳
十五的月亮,
十八般武艺,王力宏
千万别错过,叮当
千万次的问,刘欢
千年等一回,高胜美
卑微的承诺,乔洋
卡农的幻想,薛啸秋
印象西湖雨,张靓颖
变心的玫瑰,崎君
只要爱上你,潘玮柏/李孝利
可惜不是你,梁静茹
听妈妈的话,周杰伦
命运交响曲,张智霖
唱歌到天亮,喜波
喜欢两个人,彭佳慧
四只小小鸟,小蓓蕾组合
回忆的沙漏,邓紫棋
回忆的沙漏,G.E.M.邓紫棋
回忆的独奏,张杰
回来我的爱,阳一
在太行山上,
在岁月飞扬,东亚群星
在我想起来,李代沫
城里的月光,许美静
外滩十八号,袁成杰/戚薇
外滩十八号,袁成杰
多余的解释,Vae
夜的钢琴曲,石进
大刀进行曲,
大家一起来,孙悦
大海啊故乡,朱明瑛
大约在冬季,齐秦
天下有情人,周华健
天下有情人,周华健+齐豫
天下有情人,周华健/齐豫
天下有情人,"齐豫,周华健"
天使的翅膀,安琥
天使的翅膀,徐誉滕
天地在我心,刘欢
天地在我心,吉克隽逸
天堂里的爱,云菲菲
天涯明月刀,钟汉良
天生不完美,"萱萱,那英"
女人不是妖,司徒兰芳
女人的选择,姜育恒
女大要出嫁,"龙梅子,老猫"
好久没回家,陈坤
好久没回家,徐子崴
好大一棵树,田震
好好说再见,"陶喆,关诗敏"
如果不是你,游艺湉
如果有一天,梁静茹
如果没有你,莫文蔚
如果没有你,萧敬腾
如果没有你,郑虹
如果爱下去,张靓颖
如果这是爱,阿悄
妈妈我爱你,张含韵
姑娘我爱你,索朗扎西
孤单北半球,欧得洋
孤单摩天轮,飞轮海
孤单的习惯,周传雄
安妮的仙境,班得瑞
宝贝对不起,草蜢
客官不可以,徐良
寂寞在唱歌,阿桑
寂寞才说爱,刘可
寂寞沙洲冷,周传雄
寂寞的刺猬,波拉
寂寞的季节,陶喆
对你爱不完,郭富城
对你爱不完,金池
小三你好贱,本兮
小三没有错,关健
小兔子乖乖,
小兔子乖乖,小蓓蕾组合
小小新娘花,云菲菲
小小粉刷匠,小蓓蕾组合
小小葫芦娃,小蓓蕾组合
小手拉大手,梁静茹
就想赖着你,言承旭
山楂树之恋,常石磊
差不多先生,哈狗帮
布拉格广场,蔡依林
常回家看看,陈红
幸福很突然,林凡
弯弯的月亮,刘欢
当时的月亮,王菲
当爱在靠近,刘若英
彩虹的微笑,王心凌
很爱很爱你,刘若英
心中的日月,王力宏
心愿便利贴,元若蓝
心还是会疼,欢子
忘不掉的伤,姜玉阳
忘了怎么哭,东来东往
快乐的节日,小蓓蕾组合
怒放的生命,汪峰
恋恋大草原,正月十五
恋爱症候群,黄舒骏
情人不可靠,广智
情人节快乐,曹格
情歌继续唱,"龙梅子,冷漠"
想你想疯了,柯以敏
想你的365天,李玟
想念你的夜,李玟
愤怒的情人,汤潮
我不会说话,厉娜
我不是公主,凤凰传奇
我不是天使,那英
我不是黄蓉,王蓉
我为你歌唱,曲婉婷
我也很想他,孙燕姿
我们的故事,陶喆
我们的无奈,山野
我们的纪念,李雅微
我们结婚吧,胡量
我们结婚吧,"金莎,刘佳"
我们说好的,张靓颖
我们都一样,张杰
我会好好的,王心凌
我又初恋了,五月天
我只在乎你,BoBo
我只在乎你,DJ小可
我只在乎你,邓丽君
我好喜欢你,六哲
我如此爱你,汪峰
我对不起我,田馥甄
我对天空说,潘玮柏
我很想爱他,Twins
我恨我爱你,蔡依林
我恨我痴心,刘德华
我想更懂你,潘玮柏
我想更懂你,潘玮柏/苏芮
我想有个家,潘美辰
我是一只鱼,任贤齐
我爱你中国,汪峰
我爱小青蛙,华声儿童合唱团
我爱平底锅,郑中基
我的中国心,张明敏
我的好兄弟,高进
我的好兄弟,DJ YiXiu
我的好兄弟,小沈阳
我的好兄弟,"小沈阳,高进"
我的好兄弟,"高进,小沈阳"
我的好兄弟,高进/小沈阳
我的好兄弟,高进
我的小宝气,"沈丹丹,郑源"
我的心太乱,周传雄
我的心好累,周艳泓
我的未来式,郭采洁
我的麦克风,潘玮柏
我要去西藏,乌兰托娅
我要找到你,陈明
我要抱着你,庞龙
手心的太阳,张韶涵
挪威的森林,伍佰
握不住的他,萧萧
握不住的他,林俊杰
摘下满天星,郑少秋
敖包再相会,"乌兰托娅,蒙克"
新娘不是我,程响
新贵妃醉酒,李玉刚
旅行的意义,陈绮贞
无情的情书,动力火车
无言的结局,罗时丰/林淑容
早安晨之美,吴木蓝
明天会更好,群星
明天会更好,卓依婷
明天，你好,牛奶咖啡
春去春又回,陈淑桦
春天在哪里,
春天在哪里,小蓓蕾组合
春天的故事,
春天的故事,董文华
春江花月夜,郎朗
曾经爱过你,郑源
曾经的约定,BY2
最伤心的人,曾春年
最初的梦想,范玮琪
最后一滴泪,田梓呈
最后的战役,周杰伦
最后的讨划,凤凰传奇
最好的未来,刘若英
最幸福的人,曾春年
最浪漫的事,赵咏华
最美的太阳,张杰
月光上行走,阿佳组合
月到天心处,吉克隽逸
月半小夜曲,李克勤
月半小夜曲,陈慧娴
有一个姑娘,赵薇
有一点动心,张信哲
有一点动心,"张信哲,刘嘉玲"
有一点动心,张信哲
有你陪着我,安又琪
桃花朵朵开,阿牛
梦中的婚礼,胡彦斌
梦中的额吉,五彩呼伦贝尔儿童合唱团
欠你的太多,小贱
欠你的幸福,陈诗慧
欢乐中国年,孙悦
歌声与微笑,
歌声与微笑,小蓓蕾组合
死了都要爱,信乐团
母鸭带小鸭,小蓓蕾组合
每一个明天,陈奕迅
每个人都会,方大同
永远不回头,张雨生
永远的爱人,容祖儿
永远的画面,张惠妹
沂蒙山小调,
沧海一声笑,任贤齐
沧海一声笑,许冠杰
泉水叮咚响,于淑珍
深深的海洋,
清明上河图,李玉刚
温柔的慈悲,阿桑
游击队之歌,
溜溜的情歌,凤凰传奇
漫步人生路,邓丽君
漫漫人生路,钟镇涛
潇洒走一回,叶倩文
火火的姑娘,东方红艳
热情的沙漠,
热情的沙漠,庾澄庆
爱就一个字,张信哲
爱情万万岁,高安
爱情专属权,龙梅子
爱情专属权,"龙梅子,老猫"
爱情好无奈,六哲
爱情求救号,罗百吉
爱情的傀儡,罗百吉
爱情第一课,弦子
爱情苦肉计,高维那
爱我还是他,陶喆
爱死了昨天,李慧珍
爱的主打歌,萧亚轩
爱的初体验,
爱的初体验,方大同
爱的副作用,李玟
爱的华尔兹,俞灏明
爱的华尔兹,俞灏明+郑爽
爱的华尔兹,俞灏明/郑爽
爱的回归线,"陈韵若,陈每文"
爱的就是你,王力宏
爱的血泪史,冷漠/云菲菲
爱笑的眼睛,徐若瑄
爱要坦荡荡,萧潇
爱赢才会拼,蔡卓妍
爱过不后悔,郑源
生命的意义,罗中旭
生日快乐歌,谢娜
生生世世爱,吴雨霏
男人就是累,陈玉建
男儿当自强,成龙
男儿当自强,林子祥
留什么给你,孙楠
皇后大道东,罗大佑
盛夏的果实,莫文蔚
相思风雨中,张学友
相思风雨中,"张学友,汤宝如"
相思风雨中,张学友/汤宝如
相爱的泪水,阿杜+胡杨林
相逢是首歌,俞静
真的不容易,庄心妍
真的好想你,费玉清
知道不知道,刘若英
神奇的九寨,
神奇的九寨,容中尔甲
离别的车站,赵薇
离开的时候,A-Lin
秋天不回来,王强
秋天的童话,爱乐团
稳稳的幸福,"孙俪,张译"
突然想起你,五月天
突然想起你,林宥嘉
突然想起你,萧亚轩
突然的自我,伍佰
站在高岗上,张惠妹
等一个晴天,蔡淳佳
等不到的爱,
等不到的爱,演员文章
等爱的玫瑰,凤凰传奇
红色高跟鞋,蔡健雅
给我你的爱,Tank
缘分惹的祸,冷漠
缘分惹的祸,安东阳
美丽的春天,张睿
美丽的神话,孙楠
美丽的神话,成龙
美丽的神话,孙楠/韩红
美丽的神话,孙楠
美丽笨女人,李玟
美丽笨女人,吴莫愁
美酒加咖啡,李晓杰
美酒加咖啡,邓丽君
老鼠爱大米,杨臣刚
自从有了你,赵薇
自从遇见你,吕雯
自从遇见你,卓文萱
至少还有你,林忆莲
花好月圆夜,任贤齐
花好月圆夜,任贤齐/杨千嬅
花心大萝卜,张梅梅
英雄的黎明,纯音乐
菊花爆满山,马博
血染的风采,
街角的祝福,
街角的祝福,戴佩妮
解放区的天,
讲不出再见,谭咏麟
讲不出告别,郑源
该死的温柔,马天宇
请你原谅我,杠宝
谁伴我闯荡,Beyond
谁把爱出卖,糖糖乐团
谁是大英雄,张学友
谁是我的郎,杨梓
谁是谁的谁,艾莉莎
谢谢你的爱,刘德华
走过咖啡屋,千百惠
走进新时代,
越爱越难过,吴克群
跟着感觉走,李秋泽
跟着感觉走,"苏芮,张惠妹"
踮起脚尖爱,洪佩瑜
还是喜欢你,Sweety
还是好朋友,梁静茹
还是好朋友,王心凌
这就是爱吗,丁汀
这，就是爱,张杰
远方的寂静,林海
迷人的危险,dance flow
追梦赤子心,张恒远
遗失的美好,
遗失的美好,张韶涵
那就这样吧,动力火车
那年的情书,江美琪
都要好好的,"小沈阳,沈春阳"
都要好好的,小沈阳/沈春阳
都要好好的,小沈阳
酒干倘卖无,苏芮
里约热内卢,
里约热内路,杨坤
重来好不好,杨宗纬
铃儿响叮当,
铃儿响叮当,小蓓蕾组合
闪亮的日子,
闹够了没有,赖伟锋
陪你到最后,罗志祥
陷入爱里面,俞灏明
隐形的思念,石进
隐形的翅膀,
隐形的翅膀,张韶涵
雪花女神龙,
青春纪念册,可米小子
青苹果乐园,小虎队
青青河边草,高胜美
靠近一点点,Lara
风中的承诺,李翊君
骨子里的我,李代沫
高山槐花开,凤凰传奇
魔力减肥咒,张小觉
鹿中的王子,小蓓蕾组合
麻雀与小孩,小蓓蕾组合
黑猫与牛奶,黄晓明
黑色星期天,徐怀钰
？？ (Danger),泰民
Jingle Bell Rock,Bobby Helms
Larger Than Life,Backstreet Boys
Little Something,林欣彤
Move Like Jagger,丁少华/周礼虎
Scarborough Fair,Sarah Brightman
Someone Like You,Angel Taylor
We Will Rock You,Queen
hold不住的爱,"龙梅子,老猫"
一江水 (Live),李维
伤不起(DJ版),老猫
Chasing Pavements,Adele
Moves Like Jagger,"Maroon 5,Christina Aguilera"
Never Say Goodbye,Bon Jovi
She Will Be Loved,Maroon 5
Where Are We Now?,David Bowie
You Are Not Alone,Michael Jackson
失去你才知DJ,任军太
老婆最大Dj版,崔子格
？？？(话说),李弘基
A、B、C字母歌,小蓓蕾组合
Colors Of The Wind,王菀之
Everything At Once,Lenka
Far Away From Home,Groove Coverage
Fly Me To The Moon,小野丽莎
Give Me Everything,Pitbull
Give Me Everything,"Ne-Yo,Afrojack,Nayer,Pitbull"
If I ain't got you,吉克隽逸
Love Will Remember,Selena Gomez & The Scene
River Flows In You,Yiruma
River Flows In You,李闰珉
The Glorious Death,冯曦妤
Walking In The Sun,Travis
You Belong With Me,Taylor Swift
一万个舍不得,"庄心妍,祁隆"
一个人的精彩,萧亚轩
一辈子的孤单,刘若英
一首简单的歌,王力宏
七秒钟的记忆,"徐良,孙羽幽"
三月里的小雨,刘文正
上世纪的童话,雷诺儿
不存在的存在,G.E.M.邓紫棋
不小心犯的错,郑源
不能说的秘密,周杰伦
丢了幸福的猪,姜玉阳
两个人的烟火,黎明
两个人的荒岛,S.H.E
两个人的荒岛,s.h.e 周定纬
为了你我愿意,朴海镇
为你朝思暮想,那英
亲亲我的宝贝,周华健
人海中遇见你,林育群
从开始到现在,张信哲
他一定很爱你,阿杜
会说话的哑巴,李代沫
传说中的爱情,蓝雨
伤不起的爱情,雨天
你一定要幸福,何洁
你给的安全感,郑国锋
你要的不是我,林俊杰
你说我容易吗,小柯
像风一样自由,许巍
共你痴痴爱在,容祖儿
关不掉的月光,"金润吉,庾澄庆"
写不完的温柔,G.E.M.邓紫棋
别在伤口撒盐,张惠妹
北京爱情故事,凡人
北京的金山上,
北京的金山上,胡彦斌
北极星的眼泪,张栋梁
十七岁的雨季,林志颖
友谊地久天长,
只对你有感觉,飞轮海
只对你有感觉,飞轮海+hebe
只对你有感觉,飞轮海/hebe
可爱的蓝精灵,小蓓蕾组合
后青春期的诗,五月天
和兰花在一起,纯音乐
和寂寞说分手,爱戴
咱们屯里的人,赵本山
哥只是个传说,陈旭
喜欢你怎么办,王心凌
喜欢你没道理,张韶涵
因为爱所以爱,谢霆锋
团结就是力量,
在回忆中死去,徐良
在天亮前离开,孙思怡
外婆的澎湖湾,潘安邦
太阳照常升起,陈奕迅
失恋阵线联盟,
失恋阵线联盟,草蜢
女孩与四重奏,
好人一生平安,
好爸爸坏爸爸,儿歌
如果你也听说,张惠妹
如果还有明天,信/柯有伦
如果风不再吹,"张恒远,汪峰"
寂寞的咖啡因,柯震东
对不起我爱你,1983
小星星变奏曲,胎教音乐
小白兔白又白,群星
小老鼠上灯台,小蓓蕾组合
小薇你在何方,海生
幸福的两个人,"杨梓,陈雅森"
当爱已成往事,
当爱已成往事,张国荣
当爱已成往事,曾一鸣
当爱已成往事,李宗盛
当爱已成往事,李宗盛/林忆莲
当爱已成往事,"林忆莲,李宗盛"
往事只能回味,张帝
心疼你的过去,许嵩
心要让你听见,邰正宵
快乐不再快乐,付梦妮
思念是一种病,张震岳
怪你过分美丽,张国荣
恰似你的温柔,蔡琴
恰似你的温柔,邓丽君
感动天感动地,宇桐非
我一见你就笑,邓丽君
我不会喜欢你,陈柏霖
我不想忘记你,
我不想忘记你,郭静
我以为我能够,雷诺儿
我只是个传说,小沈阳
我只要你爱我,谢娜
我可以抱你吗,张惠妹
我和我的祖国,
我怎能离开你,邓丽君
我想我不够好,单色凌
我拿什么爱你,齐秦
我是只小小鸟,华声儿童合唱团
我是真的爱你,张信哲
我是真的爱你,李宗盛
我真的受伤了,张学友
我真的好难过,张嘉洵
手心里的温柔,刀郎
找个人来爱我,肖翊歌
把命都给你了,黄海波
披着羊皮的狼,
披着羊皮的狼,刀郎
披着羊皮的狼,谭咏麟
故乡的原风景,宗次郎
敢问路在何方,
敢问路在何方,蒋大为
一场游戏一场梦,王杰
把悲伤留给自己,陈升
男人哭吧不是罪,刘德华
最熟悉的陌生人,萧亚轩
想把我唱给你听,"老狼,小柯,曹芳,王筝"
As Long As You Love Me,Backstreet Boys
有多少爱可以重来,迪克牛仔
当爱已成往事,"李宗盛,林忆莲,伦永亮"
梦一场,那英
祝你一路顺风,吴奇隆
心会跟爱一起走,"郭峰,陈洁仪"
Hotel California,Eagles
轻轻的告诉你,杨钰莹
爱我的人和我爱的人,裘海正
我知道你很难过,蔡依林
其实你不懂我的心,童安格
风中有朵雨做的云,孟庭苇
My Heart Will Go On,"Celine Dion,James Horner"
I Will Always Love You,Whitney Houston
特别的爱给特别的你,伍思凯
最爱的人伤我最深,"张雨生,张惠妹"
我是不是该安静的走开,郭富城
让一切随风,钟镇涛
相约九八,"王菲,那英"
我很丑，可是我很温柔,赵传
新长征路上的摇滚,崔健
半路,刘若英
愿得一人心(剧场版),"李行亮,雨宗林"
轻轻的放下,小柯
阿凡达与屌丝男,许鹤缤
吵吵闹闹一辈子,"王麟,张嘉洵"
以后别做朋友,周兴哲
谁明浪子心,王杰
?? (再见),孝琳(Sistar)
爱的勇气,Wanting
最好的一站,"张国立,杨丹"
待你长发及腰,徐子崴
我们好像在哪见过(剧场版),"杨宗纬,叶蓓"
等爱开放,应禹诚
过往,王诗诗
转身,陈子胤
浪漫来袭,萧亚轩
一生一世,"邓雨鸿,文卓"
?????,朴正炫
Take A Bow,Rihanna
Faint (Album Version),Linkin Park
我没你想的那么坚强,杨坤
??? ? ?? (来自星星的你),Younha
像今天这样的眼泪 (?? ?? ???),许阁
你的所有瞬间（?? ?? ??）,成诗京
我们都被忘了,谢安琪
万万没想到,白客
你是我今生的依靠,"冷漠,杨小曼"
等你等了那么久,"祁隆,乐凡"
月夜,"乌兰图雅,扎西顿珠"
问禅师,"冷漠,赵小兵"
错过了缘分错过你,"冷漠,何龙雨"
你把爱情给了谁,龙梅子
大宝剑,"王麟,新街口组合"
抽身,"冷漠,王雅洁"
做我老婆好不好,徐誉滕
老公让我为你捶捶背,"崔子格,老猫"
新年更加要努力,"龙梅子,杨德朗"
在心里从此永远有个你,"高安,牧羊"
微信惹的祸,张可儿
姑娘我铁了心跟着你啦,龙猫组合
老男孩,"筷子兄弟,刘忻"
幸福爱河,"陈咏,郭玲"
钱,阿权
当我唱起这首歌,"星弟,小贱"
没死掉就很好,单色凌
陪你到终点,"孙子涵,陆瑶"
找一个相爱的理由,"晨熙,艾歌"
羞答答的姑娘我爱你,李贵府
天籁之爱,旺姆
Lucky Lucky,"戚薇,李承铉"
情为何物,"安东阳,樊桐舟"
爱上你 (Loving You),"周觅,宋茜"
抽身,"陈瑞,冷漠"
梦醉荷塘,"高安,云菲菲"
爱的光芒,"谭晶,张杰"
啦啦爱 （DJ版）,"祁隆,孟小笛"
你是我的唯一,"陶钰玉,郑源"
人海情缘,"龙梅子,陈少华"
大人情歌,"艾怡良,金贵晟"
爱你在心口难开,"吉克隽逸,沙宝亮"
Some (?)(feat. ??? Of ??),"昭宥,Junggigo"
叹情歌（男女对唱版）,"高安,司徒兰芳"
自行车 (???),"Gary,郑仁"
知道这是玩笑 (???? ??),"Raina,Kanto"
爱的血泪史,"冷漠,云菲菲"
哥哥妹妹要安慰DJ版,"何龙雨,孙语诺"
一半的一半,"六哲,袁惜君"
你的意味 (?? ??),"IU, ???"
Anything Goes,"Lady Gaga,Tony Bennett"
如今才是唯一,"林采欣,孙自佑"
我的心不是那样的 (? ?? ?? ???),"LeL,Linzy (Fiestar)"
变漂亮了 (????),"朴宝蓝,ZICO (Block B)"
说说爱情(对唱版),"陈玉建,孟小笛"
秋意浓,"金润吉,非非"
勿忘你,"高安,郭玲"
滴答,"侃侃,李晨"
One Summer Night (Korean ver.),"赵权 (2AM),霏 (miss A)"
错过的情人,"冷漠,石梅"
我们的幸福呢,"祁隆,千百惠"
回到最初时光,"曹越,司徒兰芳"
最美中国,"常思思,费玉清"
想着你亲爱的,"刘恺名,乐凡"
A Real Man,"Swings,Ailee"
绝口不提,"柳岩,大鹏"
闯天涯,"赵真,司徒兰芳"
猜 (新版),"斯琴高丽,顾峰"
太依赖,"李舒彤,祁隆"
One Day,"曹格,汪小敏"
相信爱情相信你,"童可可,田跃君"
肩上蝶,"金志文,汤晓菲"
分分合合,"庄心妍,萧全"
你给我的爱还在不在,"欢子,韩小薰"
自己,"姚贝娜,林育群"
想起 (???),"徐仁英,Zion.T"
我们 (??),"G.NA,金泰宇"
花桥流水,"高安,纳兰珠儿"
仲夏夜之蜜 (????? ?),"San E,Raina"
月弯弯,李炜
时间里的花,魏雪漫
唱着情歌流着泪,祁隆
漂亮的姑娘就要嫁人啦（DJ版）,"龙梅子,老猫"
环游,华晨宇
我爱你胜过你爱我,"冷漠,杨小曼"
Stronger (What Doesn'T Kill You),Kelly Clarkson
Numb (Album Version),Linkin Park
Trouble Is A Friend,Lenka
Ain't Been Done,Jessie J
The Sound Of Silence,Simon & Garfunkel
What Doesn't Kill You (Stronger),Kelly Clarkson
Bang Bang,"Nicki Minaj,Jessie J,Ariana Grande"
Right Now (Na Na Na),Akon
Here I Am,Bryan Adams
Just Give Me A Reason,P!nk
Sweet Talker,Jessie J
Fire,Jessie J
Girlfriend,Avril Lavigne
Better Man,Robbie Williams
Viva La Vida,Coldplay
She Is My Sin,Nightwish
Creep,Radiohead
Wake Me Up When September Ends,Green Day
Never Grow Old,The Cranberries
Smells Like Teen Spirit,Nirvana
November Rain,Guns N' Roses
Wonderwall,Oasis
春风 (Piano Rock Version),查可欣
Enter Sandman,Metallica
Pieces,SUM 41
Smoke On The Water,Deep Purple
孤独的人是可耻的,张楚
爱情的枪,"陈升,左小祖咒"
London Calling,The Clash
We Will Rock You,"Paul Rodgers,Queen"
God Save The Queen,Sex Pistols
Time Is Running Out,Muse
四季歌,花儿乐队
With Or Without You,U2
马不停蹄的忧伤,黄舒骏
Kids,MGMT
Shoot To Thrill,Ac/Dc
娱乐江湖,二手玫瑰
Stairway To Heaven,Led Zeppelin
Because The Night,Patti Smith
Life On Mars,David Bowie
Everything Will Flow,Suede
晚安北京,鲍家街43号
Shake It Out,Florence + The Machine
Song 2,Blur
Like A Rolling Stone,Bob Dylan
Use Somebody,Kings Of Leon
怕你为自己流泪,黑豹乐队
The Weight,The Band
Bring Me To Life,Evanescence
Lonely Boy,The Black Keys
Everywhere I Go,Hollywood undead
Goodbye To Romance,Ozzy Osbourne
Maps,Yeah Yeah Yeahs
