歌曲id,歌曲名,歌手名,,,,,,,
10506804 ,爱我就放过我 DJ阿圣,子枫,,,,,,,
18329738 ,如果可以不爱你艾歌,NULL,,,,,,,
14849917 ,把爱交给时间DJ版,何龙雨,,,,,,,
29867683 ,美丽的女人最伤人,冷漠,,,,,,,
87774184 ,我愿意,"曾静玟,丁于",,,,,,,
14711785 ,上班上班,李泽坚,,,,,,,
116035805 ,我就是你最爱的人,黑龙,,,,,,,
1059240 ,一个人的行李,戴佩妮,,,,,,,
85264877 ,带我到山顶,中国好声音,,,,,,,
1597600 ,There You'll Be,Faith Hill,,,,,,,
1471315 ,北京 北京,郝云,,,,,,,
65379979 ,【交谊舞慢四】空城 杨坤】年春晚歌曲,杨坤,,,,,,,
1000418 ,"Two Degrees East, Three Degrees West (Lp Version)",John Lewis,,,,,,,
2182549 ,Because Of You,Kelly Clarkson,,,,,,,
103958774 ,Timber,"Pitbull,Ke$ha",,,,,,,
226294 ,分手以后做个朋友,黑龙,,,,,,,
5440931 ,情歌没有告诉你,梁静茹,,,,,,,
1329259 ,黑武士,林俊杰,,,,,,,
61696917 ,我爱你塞北的雪,殷秀梅,,,,,,,
50977147 ,爱情不能当饭吃,李泽坚,,,,,,,
930122 ,往事只能回味,姜育恒,,,,,,,
115099969 ,? ?? ?? (非你不可),2NE1,,,,,,,
10245528 ,Mugam Sayagi (1993),Kronos Quartet,,,,,,,
18662426 ,十三电音,网络歌手,,,,,,,
488251 ,世界唯一的你,曹格,,,,,,,
13902893 ,缘来是你,"龙梅子,黄勇",,,,,,,
5893203 ,父亲的草原母亲的河,廖昌永,,,,,,,
298974 ,终身美丽,郑秀文,,,,,,,
2003075 ,天空之城,久石让,,,,,,,
5451608 ,灰色空间,罗志祥,,,,,,,
959158 ,世界末日,周杰伦,,,,,,,
12415077 ,别哭了宝贝,皓天,,,,,,,
2127386 ,遗失的美好,张韶涵,,,,,,,
1629062 ,星象仪,大冢爱,,,,,,,
13762942 ,三天,黑龙,,,,,,,
84784739 ,小姐万岁,蒋承龙,,,,,,,
222546 ,我们说好的,张靓颖,,,,,,,
13798530 ,敖包相恋,大庆小芳,,,,,,,
84757201 ,天注定,庄心妍,,,,,,,
525828 ,天使的翅膀,孙露,,,,,,,
39280417 ,相亲不相爱,李泽坚,,,,,,,
341233 ,Still Waiting,Sum 41,,,,,,,
1073409 ,忘记他,邓丽君,,,,,,,
338188 ,杨柳青,阿宝,,,,,,,
2075863925 ,iggy azalea - fancy(feat. charli xcx),NULL,,,,,,,
32200828 ,红颜若雪,少司命,,,,,,,
7312829 ,半斤八两,许冠杰,,,,,,,
814854 ,Goodbye My Lover,James Blunt,,,,,,,
118716724 ,Am I Wrong,Nico & Vinz,,,,,,,
106093826 ,序曲：但凡世间无仁义 人人心中有梁山,"周华健,张大春",,,,,,,
23663157 ,百鬼夜行,音频怪物,,,,,,,
14805787 ,韩毒,DJ舞曲,,,,,,,
115034680 ,幸福的味道,"王麟,东来东往",,,,,,,
39280390 ,大风大浪大步走,李泽坚,,,,,,,
118908590 ,好时光(电视剧《金玉良缘》主题曲),霍建华,,,,,,,
116752656 ,???? (像个男人),MBLAQ,,,,,,,
1272993 ,蓝眼泪,杨蔓,,,,,,,
18839595 ,哆来咪,音乐之声,,,,,,,
5910249 ,我和草原有个约定,德德玛,,,,,,,
7390015 ,Just Can’T Get Enough,The Black Eyed Peas,,,,,,,
205988 ,本来,山野,,,,,,,
987170 ,一辈子一场梦,张卫健,,,,,,,
1989195 ,贵妃醉酒,李玉刚,,,,,,,
381110 ,Tears In Heaven,Eric Clapton,,,,,,,
45285589 ,Ooh La La,Britney Spears,,,,,,,
353116 ,无法阻挡,阿杜,,,,,,,
1413118 ,好兄弟(伴奏),黑龙,,,,,,,
64579345 ,火火的姑娘 - 东方红艳  dj何鹏remix,DJ何鹏,,,,,,,
746571 ,你给我一片天,成龙,,,,,,,
5966601 ,走西口,董文华,,,,,,,
2083992890 ,magic! - rude,NULL,,,,,,,
877636 ,梅岚梅岚我爱你,王麟,,,,,,,
511703 ,回到起点,董贞,,,,,,,
1696427 ,孤身走我路,梅艳芳,,,,,,,
34547539 ,留不住你的温柔,"李泽坚,司徒兰芳",,,,,,,
116951598 ,我的快乐就是想你,陈雅森,,,,,,,
120109910 ,爱你的我今天长这样,吴奇隆,,,,,,,
27843770 ,爱情约定,李行亮,,,,,,,
50977092 ,不能厮守的爱,李泽坚,,,,,,,
23146302 ,爱无可救药,艾歌,,,,,,,
1007272 ,Rolling Star,Yui,,,,,,,
100242011 ,敲痛我的心,歌浴森,,,,,,,
14941497 ,缠绵,歌浴森,,,,,,,
2613830 ,La Ballade Of Lady & Bird,Lady & Bird,,,,,,,
2126000 ,麻花辫子,郑智化,,,,,,,
2124107 ,黄昏,周传雄,,,,,,,
18590261 ,追梦人,Bandari,,,,,,,
56818098 ,三家店-将身儿来至在大街口,于魁智,,,,,,,
123714062 ,爱着谁 (Live),耿斯汉,,,,,,,
344359 ,慕容雪,薛凯琪,,,,,,,
85735153 ,自我催眠,周杰伦,,,,,,,
222581 ,New Boy,朴树,,,,,,,
53267843 ,爱的世界只有你,祁隆,,,,,,,
99920403 ,Mr lovable(中文版),刘瑞琦,,,,,,,
123858337 ,???? (Song For You),李敏镐,,,,,,,
123757410 ,\x 'A?\x ,吴贞,,,,,,,
1413263 ,就让一切走远(伴奏),黑龙,,,,,,,
34153233 ,梦回浏阳,玖月奇迹,,,,,,,
594318 ,沉默是金,张国荣,,,,,,,
208080 ,暗涌,王菲,,,,,,,
14391182 ,蹦吧啦,DJ舞曲,,,,,,,
14629854 ,爱让我们在一起,黑龙,,,,,,,
12326898 ,寂寞花火,顾莉雅,,,,,,,
23159950 ,人质,权振东,,,,,,,
38323846 ,无名花,简红,,,,,,,
73836805 ,董小姐,NULL,,,,,,,
7332406 ,变心的翅膀,陈明真,,,,,,,
39280427 ,再见爱人dj版,李泽坚,,,,,,,
88332006 ,小两口,"安又琪,吴樾",,,,,,,
8922737 ,破晓,魏晨,,,,,,,
2061054 ,为你,黑龙,,,,,,,
474199 ,夜照亮了夜,万芳,,,,,,,
16174315 ,When We Stand Together,Nickelback,,,,,,,
18232947 ,Ma Boo,T-ara,,,,,,,
2126004 ,三十三块,郑智化,,,,,,,
18013425 ,Numb,Linkin Park,,,,,,,
26553711 ,留香,吴奇隆,,,,,,,
1626653 ,Ich Will,rammstein,,,,,,,
1154713 ,Life For Rent,Dido,,,,,,,
121940825 ,策马扬鞭,凤凰传奇,,,,,,,
836633 ,让我们荡起双桨,黑鸭子,,,,,,,
14996114 ,屌丝的爱,韩信,,,,,,,
604615 ,香水,谢霆锋,,,,,,,
633919 ,La Cha Ta,f(x),,,,,,,
300257 ,酷爱,张敬轩,,,,,,,
23202325 ,我的大学生活,郭德纲,,,,,,,
2730936 ,Track You Down,Sondre Lerche,,,,,,,
20840867 ,英雄路,黑龙,,,,,,,
7278844 ,Love Love Love,蔡依林,,,,,,,
10494451 ,痴情司,何韵诗,,,,,,,
3491978 ,一生有意义,"罗文,甄妮",,,,,,,
18595832 ,凌晨两点半,颜亚涛,,,,,,,
1695682 ,不愿放手,黑龙,,,,,,,
31926517 ,潇洒小姐,萧亚轩,,,,,,,
2061039 ,日记,黑龙,,,,,,,
24276867 ,分手以后做个朋友 dj版,黑龙,,,,,,,
107665464 ,放下,刘亦菲,,,,,,,
2075588 ,飘洋过海来看你,李翊君,,,,,,,
34587958 ,Thrift Shop,Macklemore & Ryan Lewis,,,,,,,
31170410 ,Feel This Moment,"Pitbull,Christina Aguilera",,,,,,,
2000685 ,游戏人间,郑智化,,,,,,,
1413211 ,别离开我好吗(伴奏),黑龙,,,,,,,
115084435 ,像星 (???),K.Will,,,,,,,
677977 ,放爱一条生路,那英,,,,,,,
2615454 ,Scarborough Fair,Sarah Brightman,,,,,,,
84927336 ,舞曲,"德国战车,DJ",,,,,,,
18241768 ,T.T.L(Time To Love),T-ara,,,,,,,
119099174 ,不怨(电视剧《宫锁连城》主题曲),袁姗姗,,,,,,,
65528393 ,一夜惊喜,"范冰冰,李治廷",,,,,,,
7316911 ,至少还有你,林忆莲,,,,,,,
122194503 ,空城,杨坤,,,,,,,
10508547 ,老板难当,NULL,,,,,,,
1117263 ,蝴蝶,王菲,,,,,,,
85426158 ,远走高飞,李泽坚,,,,,,,
1413242 ,北京呼唤你(伴奏),黑龙,,,,,,,
34697894 ,到底是谁伤害了谁,"庞龙,郭欢",,,,,,,
85387366 ,欢快的轻音乐,轻音乐,,,,,,,
64378443 ,今夜我对你想入非非,云菲菲,,,,,,,
280015 ,遥远的她,张学友,,,,,,,
284335 ,一片艳阳天,杨钰莹,,,,,,,
2061064 ,情人夜,黑龙,,,,,,,
23204050 ,往事只能回味,张帝,,,,,,,
23747201 ,相见难别亦难,吴静,,,,,,,
233162 ,红颜白发,张国荣,,,,,,,
10510210 ,在梅边,王力宏,,,,,,,
70447492 ,我忘了,张赫宣,,,,,,,
18132336 ,泉水叮咚响,刘紫玲,,,,,,,
1695659 ,爱不到的滋味,黑龙,,,,,,,
2100885 ,彩虹的微笑,王心凌,,,,,,,
14849514 ,有一种爱叫做不放弃DJ版,何龙雨,,,,,,,
1723533 ,都怪太爱你,黑龙,,,,,,,
64556178 ,混音热播舞曲 feel alright感觉极好,Angel,,,,,,,
2061056 ,为爱逃亡,黑龙,,,,,,,
14956944 ,离开,"Mc Hotdog,张震岳",,,,,,,
85061382 ,月半小夜曲,李克勤,,,,,,,
2093828 ,飞机场的10:30,陶喆,,,,,,,
17970708 ,布兰诗歌,群星,,,,,,,
879718 ,精舞门,罗志祥,,,,,,,
116369462 ,说说爱情,陈玉建,,,,,,,
1057868 ,ひとり上手(漫步人生路原曲),中岛美雪,,,,,,,
93680054 ,都市情缘,云菲菲,,,,,,,
2061099 ,秋天的期盼,黑龙,,,,,,,
5833116 ,那时候的我,刘惜君,,,,,,,
2213002 ,Should It Matter,Sissel,,,,,,,
84980208 ,最远的你是我最近的爱,童安格,,,,,,,
10386596 ,美丽新世界,伍佰,,,,,,,
35594841 ,亲密爱人,萧敬腾,,,,,,,
14712028 ,冰冷的绝对,李泽坚,,,,,,,
84934938 ,红尘情缘 - 铃 副本,高安,,,,,,,
1723635 ,廉价的爱情,黑龙,,,,,,,
73843761 ,佛在灵山莫远求,NULL,,,,,,,
1240337 ,爱我你怕了吗　,姜育恒,,,,,,,
2061062 ,射中丘比特,黑龙,,,,,,,
10227507 ,The Venice Dreamer: Part Two,George Winston,,,,,,,
1666244 ,雪人,范晓萱,,,,,,,
1526015 ,Till I Collapse,"Eminem,Nate Dogg",,,,,,,
84411185 ,村长的新娘 (伴奏),李泽坚,,,,,,,
23161542 ,Scarborouge Fair（声动亚洲）,霍尊,,,,,,,
1506798 ,幸福的味道,"王麟,东来东往",,,,,,,
2083516 ,专属天使,Tank,,,,,,,
59719333 ,月光奏鸣曲,贝多芬,,,,,,,
14711743 ,爱流沙,李泽坚,,,,,,,
85042682 ,素颜,徐良,,,,,,,
1001110 ,都怪我,李玖哲,,,,,,,
99502696 ,Artpop,Lady Gaga,,,,,,,
2061068 ,请别离开我,黑龙,,,,,,,
1611938 ,浏阳河2008,"周笔畅,李谷一",,,,,,,
5964748 ,丫头,王童语,,,,,,,
85814194 ,别碰我 - dj 舞曲,劲舞团,,,,,,,
121212476 ,吻我吧,萧敬腾,,,,,,,
2007622063 ,苏维埃进行曲,NULL,,,,,,,
121170861 ,Beautiful Times,Owl City,,,,,,,
93152105 ,她,朱婧,,,,,,,
85343048 ,祝你一路顺风,经典老歌,,,,,,,
250781 ,犯错,"顾峰,斯琴高丽",,,,,,,
7329795 ,几多愁,邓丽君,,,,,,,
342788 ,遗憾,方炯镔,,,,,,,
266377 ,倾城,许美静,,,,,,,
18596314 ,因为是女子,Kiss组合,,,,,,,
10367292 ,我爱鲁西西,小蓓蕾组合,,,,,,,
15306585 ,大圈圈,安瑞兮,,,,,,,
14916643 ,疯狂舞台dj,任军太,,,,,,,
113581678 ,正月十五送欢乐,正月十五,,,,,,,
1404791 ,我愿意,齐秦,,,,,,,
1289809 ,末班车,周传雄,,,,,,,
121523256 ,一起老去,"薛凯琪,陈意涵,杨子姗",,,,,,,
116186251 ,雨花石,李雨_石头,,,,,,,
15306595 ,父亲的草原母亲的河,云飞,,,,,,,
34593889 ,天空之城（钢琴版）,郭燕,,,,,,,
123503046 ,年轻的战场（2014摇滚版）,张恒远,,,,,,,
39280334 ,别把自己当成腕,李泽坚,,,,,,,
7384461 ,Mean,Taylor Swift,,,,,,,
54426165 ,思念,毛阿敏,,,,,,,
1413213 ,无言的结局,李茂山,,,,,,,
17654158 ,点燃一根烟,林玉英,,,,,,,
34803978 ,断羽傲飞,安与骑兵,,,,,,,
44676434 ,我和春天有个约会,俞灏明,,,,,,,
14454994 ,别在我睡着的时候打电话给我,卢广仲,,,,,,,
35371207 ,一千年后记得我,林俊杰,,,,,,,
20775259 ,回向偈,李娜,,,,,,,
35585521 ,不让我的眼泪陪我过夜,黄绮珊,,,,,,,
2191252 ,Smooth Criminal,Michael Jackson,,,,,,,
90333783 ,望乡,胡彦斌,,,,,,,
110108505 ,中国马,朱贝贝,,,,,,,
2061060 ,失去你的黄昏,黑龙,,,,,,,
119141228 ,当我老去的时候,刘明辉,,,,,,,
115117143 ,夜空中最亮的星,张杰,,,,,,,
1238188 ,好听,许茹芸,,,,,,,
7280047 ,雪人,"王力宏,范晓萱",,,,,,,
13760611 ,相思雨,央金兰泽,,,,,,,
12359376 ,什么都不管,弦子,,,,,,,
459141 ,爱上你,By2,,,,,,,
121055313 ,Don't,Ed Sheeran,,,,,,,
653943 ,水中花,谭咏麟,,,,,,,
33467253 ,玛卡瑞纳,海龟先生,,,,,,,
23202634 ,你抱着别的女人入睡,孙露,,,,,,,
85757089 ,always with me,"久石让,钢琴曲",,,,,,,
121025531 ,不要在我的伤口撒盐,庄心妍,,,,,,,
14712100 ,春秋依然,李泽坚,,,,,,,
1681617 ,Shero,S.H.E,,,,,,,
10495151 ,新年好,小蓓蕾组合,,,,,,,
14712073 ,平安最好,李泽坚,,,,,,,
10047690 ,The First Cut Is The Deepest,Rod Stewart,,,,,,,
18930916 ,相爱到放弃,祁隆,,,,,,,
107072355 ,一起摇摆,罗熙杰,,,,,,,
2061012 ,我要去远方,黑龙,,,,,,,
392192 ,想你的夜,信乐团,,,,,,,
21422722 ,随缘,原声大碟,,,,,,,
5907220 ,似水流年,李健,,,,,,,
119544322 ,还没说的话,歌浴森,,,,,,,
845463 ,没那么爱他,范玮琪,,,,,,,
105687994 ,薄雾,汪峰,,,,,,,
312428 ,我的老班长,小曾,,,,,,,
21002495 ,六字大明咒,龚玥,,,,,,,
110316978 ,灰鸟(live版),灰子,,,,,,,
293918 ,你就是我最想要的人,老猫,,,,,,,
359198 ,出发,纵贯线,,,,,,,
7317554 ,今夜你会不会来,黎明,,,,,,,
7178734 ,To The Sky,Owl City,,,,,,,
18399721 ,爱的太累(dj mix),黑龙,,,,,,,
2814791 ,Down,"Jason Walker,Molly Reed",,,,,,,
42374710 ,少年呀 (????),G-Dragon,,,,,,,
64119318 ,伤,李代沫,,,,,,,
2050543 ,雁南飞,董文华,,,,,,,
14712051 ,一追再追,李泽坚,,,,,,,
18908261 ,亲爱的我们究竟怎么了,网络歌手,,,,,,,
85363971 ,北国之春 - 浪漫萨克斯,萨克斯,,,,,,,
10291052 ,壮志在我胸,"成龙,李宗盛",,,,,,,
2475447 ,十指紧扣,张智霖,,,,,,,
1557443 ,天命最高,古天乐,,,,,,,
58904720 ,My Songs Know What You Did...,Fall Out Boy,,,,,,,
85022389 ,冷雨夜 - 词 黄家强 曲 主唱 黄,黄家驹,,,,,,,
5961516 ,伤心泪,陈星,,,,,,,
205960 ,彩虹,许巍,,,,,,,
269760 ,飞鸟,任贤齐,,,,,,,
5913214 ,新鸳鸯蝴蝶梦,黄安,,,,,,,
52419481 ,长城长,董文华,,,,,,,
106131954 ,家,陈绮贞,,,,,,,
5901634 ,你的承诺,海鸣威,,,,,,,
14712149 ,美丽的家园,"李泽坚,李婉僮",,,,,,,
1046349 ,Without Me,Eminem,,,,,,,
116128646 ,神曲2012,歌浴森,,,,,,,
120089606 ,青春告别诗,庞龙,,,,,,,
1049241 ,牧人,德德玛,,,,,,,
114920197 ,故乡香,钟汉良,,,,,,,
10482064 ,紫色烟花,徐一鸣,,,,,,,
551436 ,黑色柳丁,陶喆,,,,,,,
13781062 ,Sunshine In The Rain,BwO,,,,,,,
42973157 ,御剑江湖,董贞,,,,,,,
250518 ,跟着感觉走,苏芮,,,,,,,
88570910 ,一路不变,温岚,,,,,,,
5966483 ,追梦人,古筝,,,,,,,
25554702 ,唱脸谱,杭天琪,,,,,,,
20345845 ,Where Did You Go 2.0(Sam Vahdat Remix),G.E.M.邓紫棋,,,,,,,
7298476 ,朋友別哭,吕方,,,,,,,
108617269 ,Not a Bad Thing,Justin Timberlake,,,,,,,
85018434 ,不要再来伤害我,张振宇,,,,,,,
12438381 ,男人靠得住猪都能上树dj版,张吉,,,,,,,
10288202 ,金包银,卓依婷,,,,,,,
31335206 ,做你的雪莲,艾歌,,,,,,,
967530 ,今生你作伴,陈慧琳,,,,,,,
119776190 ,Good-night Kiss,全孝盛,,,,,,,
8835427 ,我想对你说baby,王绎龙,,,,,,,
27856938 ,Whataya Want From Me,"张玮,Adam Lambert",,,,,,,
90986824 ,Sweeter Than Fiction,Taylor Swift,,,,,,,
3465077 ,End Of May,Keren Ann,,,,,,,
311580 ,双人舞,潘玮柏,,,,,,,
10431588 ,家和万事兴,"张也,郁钧剑",,,,,,,
5563777 ,真爱,刘牧,,,,,,,
936137 ,亲爱的你怎么不在身边,江美琪,,,,,,,
54515366 ,Here With You,Asher Book,,,,,,,
13786462 ,昴 -すばる-,谷村新司,,,,,,,
19044436 ,宝宝的音符,雷蒙拉普,,,,,,,
913902 ,我和你,邓丽君,,,,,,,
67528572 ,我期待,声音乐团,,,,,,,
17637027 ,河南,歌浴森,,,,,,,
93714657 ,Bad Girl,"Marilyn Manson,Avril Lavigne",,,,,,,
65765962 ,Heart Attack,EXO-M,,,,,,,
2121728 ,你看蓝蓝的天,杨钰莹,,,,,,,
116620970 ,一百个放心,张津涤,,,,,,,
117099320 ,200,乐童音乐家,,,,,,,
17967920 ,行星组曲,群星,,,,,,,
5961007 ,秋日私语,理查德·克莱德曼,,,,,,,
100574544 ,月出,朱哲琴,,,,,,,
43822033 ,分手了别来打扰我,冷漠,,,,,,,
417250 ,别无所求,郑源,,,,,,,
1090710 ,中国人,刘德华,,,,,,,
3450487 ,对不起，只是忽然很想你,李宇春,,,,,,,
84918828 ,2012社会磕,"DJ,洪磊,MC",,,,,,,
1631731 ,Lemon Tree,苏慧伦,,,,,,,
535576 ,胆小鬼,梁咏琪,,,,,,,
5955175 ,步步高,"景岗山,林依轮,高林生",,,,,,,
122156181 ,无情,胡夏,,,,,,,
55412041 ,一亿个伤心,蒙面哥,,,,,,,
24087246 ,Guitar Sound,Ronald Jenkees,,,,,,,
2076038 ,手放开,李圣杰,,,,,,,
28798473 ,hold不住的爱,龙梅子,,,,,,,
122162374 ,爱妃,后弦,,,,,,,
69258553 ,全世界丢弃了我你也不离开我,带泪的鱼,,,,,,,
14710992 ,飞呀飞,龙梅子,,,,,,,
70323425 ,在梦中,彭丽丽,,,,,,,
7313992 ,岁月无声,Beyond,,,,,,,
1400753 ,我的祖国,郭兰英,,,,,,,
87656602 ,五百年桑田沧海(游戏《斗战神》主题曲),丹妮,,,,,,,
11283661 ,FucKin' Perfect,Pink,,,,,,,
27853379 ,你把我灌醉,关喆,,,,,,,
20746302 ,等你回航,龙飘飘,,,,,,,
1020693 ,出界,郑秀文,,,,,,,
1169846 ,宽容,张信哲,,,,,,,
85010703 ,味道,韩磊,,,,,,,
225322 ,出塞曲,蔡琴,,,,,,,
85798797 ,东京爱情故事 - 突然发生的爱情 主题曲,小田和正,,,,,,,
2004400 ,猜,"斯琴高丽,顾峰",,,,,,,
114439016 ,像今天这样的眼泪(?? ?? ???),许阁,,,,,,,
14686522 ,玛利亚的心,歌浴森,,,,,,,
113581595 ,12356,正月十五,,,,,,,
84447669 ,愈演愈烈,梦洛伊,,,,,,,
309094 ,祝我幸福,杨乃文,,,,,,,
116058950 ,恋曲1990,品冠,,,,,,,
465867 ,孙尚香,柳岩,,,,,,,
1097906 ,人间情多,李殊,,,,,,,
121223591 ,两人行,陈伟霆,,,,,,,
65732260 ,给悲伤机会,樊凡,,,,,,,
99881286 ,My Oh My(MOM),少女时代,,,,,,,
102296781 ,不存在的存在,邓紫棋,,,,,,,
84948521 ,悲怆第三章,"贝多芬,钢琴曲",,,,,,,
2128325 ,迟到,张行,,,,,,,
1657045 ,好男儿,汤潮,,,,,,,
7345597 ,Danza Kuduro,Don Omar,,,,,,,
108097547 ,迷悟,王铮亮,,,,,,,
12357197 ,地铁五号线,歌浴森,,,,,,,
2092435 ,美观,孙小宝,,,,,,,
259552 ,路口,张震岳,,,,,,,
120793419 ,凌晨1点 (????)(1AM),太阳,,,,,,,
1153488 ,明月千里寄相思 (国),徐小凤,,,,,,,
1250881 ,圣诞结 (国语),陈奕迅,,,,,,,
34161915 ,All Too Well,Taylor Swift,,,,,,,
17636582 ,梦的想,歌浴森,,,,,,,
5740038 ,小三前传,冷漠,,,,,,,
5684074 ,Echoes Of The Rainbow,李治廷,,,,,,,
110080611 ,今年除夕不放假,王绎龙,,,,,,,
121898856 ,原点,西单女孩,,,,,,,
18288939 ,你懂的,"金莎,后弦",,,,,,,
1823726 ,另一个天堂,"王力宏,张靓颖",,,,,,,
20788738 ,Latin Girl,Justin Bieber,,,,,,,
2093335 ,难舍难分,谭咏麟,,,,,,,
578905 ,为了谁,董文华,,,,,,,
247487 ,志明与春娇,五月天,,,,,,,
107916643 ,哇啦哇啦v,歌浴森,,,,,,,
70431274 ,最初的年华,张婧,,,,,,,
14450491 ,心花开在草原上,吉娜,,,,,,,
18600871 ,我是否也在你心中,"高安,囚鸟",,,,,,,
8290464 ,不能说的秘密,周杰伦,,,,,,,
14890004 ,As Long As You Love Me,Justin Bieber,,,,,,,
308575 ,我要的幸福,孙燕姿,,,,,,,
555063 ,滚滚长江东逝水,杨洪基,,,,,,,
14392341 ,飞向别人的床,光光&CK,,,,,,,
31652732 ,羞答答的玫瑰唱情歌,格格,,,,,,,
34302784 ,我想有个家,羽泉,,,,,,,
10719973 ,依然在路上,李健,,,,,,,
5413469 ,我总是一个人在练习一个人,林宥嘉,,,,,,,
100902547 ,可爱的一朵玫瑰花,云飞,,,,,,,
32277289 ,白天不懂夜的黑,张赫宣,,,,,,,
311275 ,遇见了你,央金兰泽,,,,,,,
657790 ,帮助蝌蚪找妈妈（选自A大调小提琴第五协奏曲）,莫扎特,,,,,,,
1620520 ,那女孩对我说,黄义达,,,,,,,
10227476 ,Black Stallion,George Winston,,,,,,,
12413156 ,心太软续集DJ版,赵小兵,,,,,,,
2057735 ,哭砂,高胜美,,,,,,,
820430 ,有你真好,"范玮琪,杨丞琳",,,,,,,
213700 ,少年,许巍,,,,,,,
55312805 ,For the Win,Two Steps From Hell,,,,,,,
14319783 ,Never Say Goodbye,Mario & Nasty,,,,,,,
1588970 ,我该怎么做,欢子,,,,,,,
57973577 ,这个女生有点拽,带泪的鱼,,,,,,,
13759536 ,Starships,Nicki Minaj,,,,,,,
1055835 ,笑红尘,陈淑桦,,,,,,,
116576492 ,Chandelier,Sia,,,,,,,
13812225 ,Make You Feel My Love,Adele,,,,,,,
116036168 ,死亡小提琴,带泪的鱼,,,,,,,
65661634 ,兄弟难当 DJ阿元,杜歌,,,,,,,
43846475 ,你的眼角流着我的泪,曹越,,,,,,,
87720962 ,因为爱着你,龙梅子,,,,,,,
56041540 ,天下最美的草原,呼斯楞,,,,,,,
10419800 ,goodbye goodbye,魏晨,,,,,,,
44056969 ,爱过那张脸,李代沫,,,,,,,
282813 ,香烟爱上火柴,张政,,,,,,,
106181383 ,The Star,EXO,,,,,,,
20418921 ,晴空月儿明,西游记,,,,,,,
71298982 ,步步(电视剧《步步惊情》主题曲TV Verison),五月天,,,,,,,
33893351 ,牧马人,杨坤,,,,,,,
103418199 ,Best Song Ever,One Direction,,,,,,,
85705386 ,月光曲 - 世界名曲 钢琴曲,贝多芬,,,,,,,
8284622 ,You Must Love Me,Madonna,,,,,,,
65720845 ,Every Breath You Take,"田园,唐荭菲",,,,,,,
27845542 ,云中的angel,张杰,,,,,,,
2140306 ,Runaway,Groove Coverage,,,,,,,
116036116 ,我的颜色,带泪的鱼,,,,,,,
230867 ,我心似海洋,江美琪,,,,,,,
2053337 ,祝酒歌,刀郎,,,,,,,
5974603 ,Nothing On You,邓福如,,,,,,,
23203433 ,欢乐中国年,孙悦,,,,,,,
33805966 ,我很认真,歌浴森,,,,,,,
33891146 ,小情歌,杨钰莹,,,,,,,
1377252 ,天亮了,S.H.E,,,,,,,
71294943 ,不管发生什么别放开我的手,"高恺蔚,赵心蕾",,,,,,,
903576 ,魅力无限,孙悦,,,,,,,
1970060 ,相忘于江湖,陈楚生,,,,,,,
235652 ,爱与痛的边缘,王菲,,,,,,,
114895577 ,满满的爱,满文军,,,,,,,
252925 ,好久不见,张学友,,,,,,,
288754 ,诛仙恋,任贤齐,,,,,,,
588680 ,I Love You,Stewart Mac,,,,,,,
123502606 ,当我走过,张恒远,,,,,,,
123764331 ,上流玩法,艾怡良,,,,,,,
234172 ,化蝶飞,花儿乐队,,,,,,,
14428184 ,Unsterblich,Baschi,,,,,,,
39390736 ,海海海,阿悄,,,,,,,
116036100 ,我想要你给我一个家,带泪的鱼,,,,,,,
84989239 ,冰雪战歌网,"我的好兄弟,MC",,,,,,,
33921895 ,兄弟的歌,"黑龙,徐亮",,,,,,,
994989 ,杨柳,范宗沛,,,,,,,
15977255 ,外面的世界,"莫文蔚,陈奕迅",,,,,,,
106268081 ,??? (Piano Ver.),韩国原声带,,,,,,,
10494257 ,外婆的澎湖湾,小蓓蕾组合,,,,,,,
7331207 ,当爱已成往事,"李宗盛,林忆莲,伦永亮",,,,,,,
15953381 ,别哭我最爱的人,水木年华,,,,,,,
64380064 ,成吉思汗,腾格尔,,,,,,,
13846073 ,出卖我DJ,程响,,,,,,,
7275303 ,怀念战友,刘欢,,,,,,,
14849503 ,爱到痛处就分手DJ版,何龙雨,,,,,,,
1129496 ,国境之南,范逸臣,,,,,,,
18603011 ,回梦游仙,心然,,,,,,,
31094589 ,白眼狼,杨梓,,,,,,,
1056774 ,暧昧,侯湘婷,,,,,,,
38518700 ,哈你歌,"庾澄庆,徐熙娣",,,,,,,
1727736 ,You Are My Sunshine,Carly Simon,,,,,,,
7887764 ,哭砂,周华健,,,,,,,
10287791 ,掩饰寂寞,阿悄,,,,,,,
13988821 ,守候,林海,,,,,,,
2191085 ,Who Is It,Michael Jackson,,,,,,,
261900 ,泪海,许茹芸,,,,,,,
31635913 ,深蓝色的情书,简红,,,,,,,
468647 ,还是朋友,张雨生,,,,,,,
5836520 ,亏欠一生,裘海正,,,,,,,
629737 ,会受伤的人只有一种可能,六哲,,,,,,,
116036199 ,轻轻的爱,带泪的鱼,,,,,,,
2113523 ,梁祝,吴奇隆,,,,,,,
89552787 ,续集,容祖儿,,,,,,,
10227520 ,The Garden,George Winston,,,,,,,
106131544 ,涟漪,陈绮贞,,,,,,,
23491665 ,友谊之光,周润发,,,,,,,
2010933714 ,任昌丁 - 请开门,NULL,,,,,,,
578961 ,花房姑娘,林志炫,,,,,,,
20732126 ,Suddenly,金宝京,,,,,,,
70157418 ,如初,李宇春,,,,,,,
85800643 ,Listen,林育群,,,,,,,
105688207 ,春芽,汪峰,,,,,,,
